timestamp,android.sensor.accelerometer_value_0,android.sensor.accelerometer_value_1,android.sensor.accelerometer_value_2,android.sensor.gyroscope_value_0,android.sensor.gyroscope_value_1,android.sensor.gyroscope_value_2,android.sensor.magnetic_field_value_0,android.sensor.magnetic_field_value_1,android.sensor.magnetic_field_value_2,android.sensor.gravity_value_0,android.sensor.gravity_value_1,android.sensor.gravity_value_2,android.sensor.linear_acceleration_value_0,android.sensor.linear_acceleration_value_1,android.sensor.linear_acceleration_value_2,android.sensor.rotation_vector_value_0,android.sensor.rotation_vector_value_1,android.sensor.rotation_vector_value_2,android.sensor.rotation_vector_value_3,android.sensor.rotation_vector_value_4,norm,falling
2025-05-26T21:58:02.479249,8.69492,-5.191827,4.619344,-0.9944236,-0.99775255,-0.5290366,13.664,-4.6726,-8.0886,6.2309747,-5.524363,5.1794553,1.7757497,-0.43346167,-1.4056728,0.20355844,-0.4410048,0.8006229,0.35083005,-1.0,22.441263930976678,0
2025-05-26T21:58:02.879302,8.177471,-3.7645082,2.4071796,-0.9773794,-0.20186746,0.4388886,13.542,-7.2834,-11.102,7.5636034,-5.572634,2.8121238,-0.7315278,0.086833,1.7302969,0.26511258,-0.5351046,0.71300733,0.36742204,-1.0,23.439726575385595,0
2025-05-26T21:58:03.340295,9.025128,-4.162315,0.20937198,-0.038615808,-0.67764086,-0.9104009,12.907599,-7.5639997,-13.0296,7.2116146,-6.4872913,1.4415478,1.7331686,1.6331601,1.7869399,0.22801368,-0.6119733,0.67116874,0.35075772,-1.0,24.509925928499367,0
2025-05-26T21:58:03.530642,10.787442,-2.2372892,0.94695956,-0.42717072,0.06564687,1.0913626,13.2858,-6.832,-13.6396,9.270023,-3.1974833,0.114627466,-0.8688669,-2.5235946,-0.69417405,0.4279754,-0.5576672,0.5933203,0.39219308,-1.0,25.271566099327952,0
2025-05-26T21:58:03.554185,12.827324,-2.0315065,-2.5052853,-1.2743217,1.6764586,1.1696595,14.0543995,-6.5392,-13.785999,8.334686,-5.164811,-0.1677042,-0.58450365,-0.46764708,-0.69237494,0.34194982,-0.6257962,0.60978013,0.34585783,-1.0,26.651404963055114,0
2025-05-26T21:58:03.800280,11.816955,-4.9088755,-3.8177485,-0.029028434,0.23076274,-0.98417044,14.7498,-5.9048,-13.6518,6.9009023,-6.925295,0.7669574,2.5031705,2.1422372,-1.0345323,0.12629175,-0.6670431,0.6074318,0.41246882,-1.0,26.985662240213074,0
2025-05-26T21:58:04.415178,7.1096745,-5.9820566,-1.835295,-1.185239,-0.25486434,1.5006901,15.6648,0.53679997,-13.176,8.980391,-3.0569553,-2.4855602,0.44788647,-0.19916487,1.6547985,0.25483927,-0.67287505,0.40292776,0.56563705,-1.0,24.77605138875136,0
2025-05-26T21:58:04.875695,8.244471,-4.071388,3.4797623,-2.2181451,3.358643,1.6821845,17.7876,1.9886,-5.6363997,6.736509,-6.3990607,-3.1371727,-0.52189064,0.10302591,-0.35748053,-0.3138189,-0.74931234,0.20711435,0.54511684,-1.0,23.798950583415674,0
2025-05-26T21:58:05.336596,4.6725845,-4.9088755,-0.9062816,0.33329436,-0.9586041,0.75007874,16.7628,0.6344,1.464,5.715045,-7.9547772,0.47975892,1.5868435,-1.9873409,-1.8817539,-0.5954359,-0.34784365,-0.068181805,0.72098,-1.0,20.977613815351486,0
2025-05-26T21:58:05.555751,3.2602208,-7.9112697,0.76989067,-0.25166854,-0.8301067,2.909102,16.3358,-1.1589999,4.7824,4.572664,-8.675318,-0.00074528786,0.6451583,1.545249,-1.2109572,-0.6005857,-0.37327576,0.050167162,0.705298,-1.0,21.8297750887044,0
2025-05-26T21:58:05.784454,0.74117684,-10.454242,-0.5084748,-0.5083971,-3.5543852,0.20506325,15.5672,-4.5994,6.9783998,-0.87874734,-9.733484,-0.8108527,3.2972755,1.0192165,1.0824647,-0.6933063,-0.24630941,0.28318238,0.6151957,-1.0,23.37683566572909,0
2025-05-26T21:58:06.107925,-4.5738807,-9.42473,0.631107,-0.06378266,1.345428,0.03715107,14.884,-7.7836,8.0764,-1.8861442,-9.612791,-0.45506677,-1.9327956,-1.4898767,0.53170264,-0.57426876,-0.4397924,0.5175339,0.45711783,-1.0,23.742672106758437,0
2025-05-26T21:58:06.281276,-2.3856442,-9.142377,0.21415763,0.15180007,-0.3984086,0.12157321,13.785999,-10.516399,9.3452,-1.814726,-9.580784,-1.0419886,-1.752917,0.57682323,0.8386351,-0.6423324,-0.374881,0.43851689,0.5045556,-1.0,24.07856091603764,0
2025-05-26T21:58:06.333862,-2.5004997,-9.649655,-0.27876383,0.0109189525,0.36352122,0.0009321057,12.7123995,-12.261,9.4672,-2.1310627,-9.556514,-0.5495498,-0.38732338,0.1928873,0.6903958,-0.6193426,-0.38004464,0.47814447,0.4933139,-1.0,24.494441809107016,0
2025-05-26T21:58:06.767990,-3.1232316,-9.42473,-0.7148558,-0.03781686,-0.14221269,0.043942124,12.187799,-14.457,7.4298,-2.1276462,-9.55057,-0.655851,-0.7996187,-0.24940872,0.5161785,-0.6351628,-0.36056536,0.458304,0.5064764,-1.0,24.718462296136877,0
2025-05-26T21:58:06.831389,-2.778067,-9.400802,0.02751746,-0.17004271,0.4158523,0.08788425,11.7852,-15.7136,6.3073997,-2.2542005,-9.522132,-0.6465258,-0.46400094,-0.07760239,0.34943384,-0.63146335,-0.3663573,0.46989995,0.4962161,-1.0,24.90799779873812,0
2025-05-26T21:58:07.324036,-3.3385859,-9.295518,-2.457429,-2.0540946,0.32703593,0.91159934,11.2606,-16.8482,4.575,-2.9870157,-9.047032,-2.3236465,0.0011453629,-0.22009659,0.9633305,-0.6646054,-0.34474844,0.44912097,0.48758444,-1.0,25.288128686390706,0
2025-05-26T21:58:07.524614,-4.022933,-4.281956,2.7092733,-0.8956204,1.8196034,1.2736559,10.1016,-17.2874,3.5867999,-4.151336,-6.781112,-5.740497,0.9296825,-1.7549624,3.0570703,-0.81451386,-0.35951504,0.37429586,0.25926572,-1.0,23.933585257776574,1
2025-05-26T21:58:08.302021,8.139186,3.7531424,-8.3377905,-1.0578068,1.2482227,-0.5526055,3.6966,-12.7246,-7.9788,1.9732478,3.7540812,-8.842147,1.8931766,2.6745806,-0.6704111,0.9696603,0.102873296,0.123309545,0.18431157,-1.0,22.392687586744923,1
2025-05-26T21:58:08.506506,5.8935223,7.713264,-4.210171,0.267248,0.96073467,0.40866175,3.6599998,-11.0166,-10.9922,3.5947187,5.700141,-7.1243796,0.13862848,-0.32391977,-1.1724238,0.91546655,0.15862927,0.24777311,0.27452913,-1.0,21.64194243889388,1
2025-05-26T21:58:08.712182,4.6295137,4.3800616,-5.0674,1.1880352,0.49068707,0.63716084,4.0504,-9.6868,-13.5054,5.3727508,5.0888033,-6.434907,0.46763706,2.3986683,2.2031035,0.8972475,0.15177585,0.34436625,0.23091763,-1.0,21.679162248826923,1
2025-05-26T21:58:08.907354,6.8895345,0.7076773,-7.4853473,0.8882967,-0.25806013,0.5767071,4.5506,-8.7108,-15.4086,6.539149,2.863808,-6.723728,0.13220358,2.290371,1.1248574,0.9063792,0.14591591,0.3838281,0.09930384,-1.0,23.321558491102632,0
2025-05-26T21:58:09.120356,6.774679,0.69332033,-8.385647,0.32597068,-0.451006,0.55500233,5.2338,-8.0398,-16.323599,6.386221,0.8889344,-7.3889346,0.5120492,0.8353078,-0.24689817,0.92791516,0.12531681,0.3510942,0.0014279718,-1.0,23.979072869945146,0
2025-05-26T21:58:09.339693,6.233303,0.74117684,-8.155936,-0.4151865,-0.23169485,0.67790717,5.8194,-7.7714,-16.6164,5.7612305,-0.1993305,-7.933403,1.3755164,1.6490561,-0.07395458,-0.9473999,-0.08321265,-0.30674103,0.037669163,-1.0,24.078215018346953,0
2025-05-26T21:58:10.022562,-1.9160527,-0.15433706,-24.206392,-0.27577013,-0.93090725,-0.308527,4.7214,-12.907599,-15.0792,4.365892,0.64258915,-8.757651,1.687325,0.72920763,-0.22625256,0.9546155,-0.18768387,0.21800682,0.07718217,-1.0,33.29508529744802,0
2025-05-26T21:58:10.321004,0.59760743,-7.088139,-7.911868,2.9286761,-0.48975495,-0.776444,3.1232,-14.408199,-14.249599,2.1219864,-1.6533173,-9.430489,0.94244456,0.23474896,1.3709145,-0.99036145,0.0022853417,-0.10943997,0.08486357,-1.0,25.37737464936049,0
2025-05-26T21:58:11.171245,-9.597013,-8.691928,-5.2779684,-0.30812752,-0.53982234,0.30146962,1.403,-16.909199,-3.6111999,-2.023942,-8.951864,-3.4551642,1.0548911,2.3626785,1.5590857,-0.8073355,-0.15612103,0.22859426,0.52113366,-1.0,24.580740501703485,0
2025-05-26T21:58:11.546643,-4.6408796,-8.691928,0.051445685,-0.13129374,0.1767006,-0.34434646,3.5623999,-18.2878,3.1476,-4.560177,-8.677742,-0.26822922,0.4565153,-1.1121302,-0.2500271,-0.69134986,-0.18897414,0.47569275,0.5099417,-1.0,23.53671358745547,0
2025-05-26T21:58:11.622059,-3.5252259,-8.758927,-0.2739782,-0.019973693,0.2125201,0.2821617,4.758,-18.9222,6.4416,-3.9611826,-8.951851,-0.58633643,-0.82518625,-0.28203392,1.0903249,-0.6969832,-0.21002205,0.44654763,0.52028877,-1.0,24.731525801757194,0
2025-05-26T21:58:12.137685,-3.874578,-6.2883377,-0.3696911,-0.79415405,2.3997726,0.023968432,5.0629997,-18.9466,8.6742,-4.1827216,-8.644612,-1.9864345,0.25909233,-0.38965607,1.815732,-0.76467854,-0.12863411,0.3655048,0.51490414,-1.0,24.952314243535426,1
2025-05-26T21:58:12.149580,1.2729816,-2.6488547,-1.9932213,-1.0938926,2.0371835,-0.069907926,4.4652,-18.8734,9.076799,-2.5890234,-8.075341,-4.925058,-1.0415568,1.0034723,2.4243214,-0.8661728,-0.029201852,0.16823281,0.4696697,-1.0,24.13778096982845,1
2025-05-26T21:58:13.226461,8.465208,0.71724856,-2.6685956,0.13741902,-0.3600591,-0.044607915,4.9776,-17.140999,-4.8434,9.009989,1.334165,-3.6346247,2.980135,1.8855865,-0.41030502,0.82782614,-0.004262391,0.5544874,0.08502621,-1.0,23.070985434872266,1
2025-05-26T21:58:13.420737,9.595219,-1.7150556,-5.388038,0.5281044,-0.03382212,1.0430262,5.9779997,-16.7994,-7.0516,8.729433,1.3804593,-4.2499075,-0.5850005,1.1265091,1.7261598,0.8465638,0.0038331738,0.5261113,0.08075843,-1.0,24.410063091989336,1
2025-05-26T21:58:13.622496,9.230911,-3.4199417,-4.775476,0.5102613,0.0019973693,0.80627143,7.2711997,-16.6042,-8.6498,8.755301,-0.8516563,-4.334717,-0.2841072,1.4026248,0.30162072,-0.84727275,0.056016985,-0.527943,0.016344927,-1.0,24.98638851263985,0
2025-05-26T21:58:13.833221,9.010772,-3.3672996,-4.4350967,0.24074958,-0.11318426,0.45207125,8.5156,-16.4456,-9.308599,8.47413,-2.6755104,-4.1474266,0.770277,0.10984802,-0.37226295,-0.83789146,0.09694225,-0.52742803,0.10178289,-1.0,25.31828419098384,0
2025-05-26T21:58:14.046681,7.765906,-5.3832526,-4.69412,0.03968107,-0.18389113,0.38029912,9.0402,-16.653,-8.7108,8.114087,-3.5896494,-4.176888,0.88709164,0.6063359,-0.11621952,-0.83581704,0.11988293,-0.5157657,0.14499547,-1.0,25.4119580621496,0
2025-05-26T21:58:14.261291,7.124031,-5.541179,-4.487739,-0.03328949,-0.20865852,0.38815543,9.028,-17.263,-7.7469997,7.679447,-4.1907268,-4.43106,0.6087594,0.6386733,0.08440733,-0.8393776,0.14617282,-0.4957627,0.16822055,-1.0,25.303745939997558,0
2025-05-26T21:58:14.644100,4.950152,-11.986247,-29.626734,-0.5411539,-0.7812377,0.52530813,4.7946,-18.848999,-7.1004,6.006582,-5.1732683,-5.7730975,2.1395354,-0.97395563,-0.9666939,-0.83444875,0.3131155,-0.42568183,0.15636155,-1.0,39.75445051774081,0
2025-05-26T21:58:14.821665,2.632703,-6.570691,-0.887139,2.3042984,-0.52530813,0.08508793,2.4034,-19.8006,-5.8194,4.6658278,-5.060559,-6.985069,5.298247,-0.9879575,1.9027829,-0.8487404,0.36848214,-0.3468854,0.15339862,-1.0,24.8802947793995,0
2025-05-26T21:58:15.208260,-0.6999006,-8.218149,-2.9940193,1.2689953,0.06617951,0.988831,-0.121999994,-20.1056,-4.1236,3.9600875,-7.816437,-4.4035683,1.1303234,-1.682734,-0.52501965,-0.8043713,0.2783996,-0.37729704,0.36486635,-1.0,24.564076978299745,0
2025-05-26T21:58:15.220925,2.2642083,-5.1296134,-1.8831514,0.10599373,-0.35326806,0.8471509,-2.6718,-19.8738,-2.501,2.292179,-9.268509,-2.238538,-0.09419227,0.155159,-1.2929077,-0.72049195,0.30826128,-0.3743087,0.4957412,-1.0,23.325435156289924,0
2025-05-26T21:58:23.231788,0.032901313,-9.5348,-1.2556337,0.97138727,-0.5604618,1.0811094,18.91,-13.2858,15.750199,-1.5333078,-9.232741,-2.928453,1.511406,-0.7485361,-1.7833421,-0.7982232,-0.11022357,0.17601645,0.56542784,-1.0,31.325409932410164,0
2025-05-26T21:58:23.304659,-3.0987053,-9.046066,-2.3282163,0.20120168,-0.14620744,0.11345058,18.0926,-13.920199,15.7746,-3.5842087,-9.081597,-0.92110014,3.3508348,0.05471039,-1.3964529,-0.7385521,-0.038779642,0.27958387,0.6122661,-1.0,31.27670498868314,0
2025-05-26T21:58:23.378424,-3.8793638,-8.950353,0.09451649,0.44714442,0.34221596,-0.26245433,17.507,-14.396,15.7014,-3.7860582,-9.031119,-0.52444625,0.45366573,-0.10361767,-1.4454082,-0.7250026,-0.033324532,0.29482445,0.62156194,-1.0,30.924151077224973,0
2025-05-26T21:58:23.419736,-4.008576,-9.171091,0.38165522,0.24887222,0.71279454,-0.11238532,16.7262,-14.542399,15.799,-3.2882526,-9.238699,0.065022334,0.1106329,0.22959995,0.26261967,-0.7045293,-0.017980583,0.2548637,0.6620874,-1.0,30.660491672669636,0
2025-05-26T21:58:23.637107,-2.5579274,-10.492527,0.11365908,0.6406229,0.5870934,0.5764408,15.554999,-14.505799,16.1162,-3.1282077,-9.294036,0.07469872,-0.7525532,0.21451378,0.051318005,-0.70384413,0.028193768,0.19931634,0.6812353,-1.0,30.473428583217046,0
2025-05-26T21:58:23.964371,-2.6679974,-11.133803,0.14237295,0.3800328,0.6743119,-0.055660024,14.017799,-14.1764,16.653,-4.162498,-8.841949,0.81482285,1.2007935,-0.7026825,-0.2421912,-0.66628635,0.12049103,0.18995471,0.71095824,-1.0,30.110768771222236,0
2025-05-26T21:58:24.029449,-4.382455,-10.094721,0.92303133,-1.5373086,0.79655087,-0.3585944,12.1146,-14.1886,16.713999,-4.1126432,-8.861889,0.8505678,1.3266094,-0.71811676,-1.3997726,-0.6537785,0.17090005,0.13111319,0.72538006,-1.0,29.239197685216283,0
2025-05-26T21:58:24.284249,-4.094718,-8.438289,0.85124665,0.27976486,-0.23169485,-0.3873565,10.492,-14.115399,16.518799,-3.3835769,-8.883945,-2.4077609,-1.224905,-1.0542822,1.5967857,-0.76785505,0.18209957,0.08026043,0.6089307,-1.0,27.829971947206626,0
2025-05-26T21:58:25.022770,-2.955136,-9.845867,0.36251262,0.29680908,0.31451908,0.29893962,5.5266,-13.2248,15.7624,-2.7128952,-9.313104,-1.4410665,-1.6188738,-0.08502293,0.54883534,-0.74200845,0.15131876,0.053677022,0.65088004,-1.0,25.711343817503426,0
2025-05-26T21:58:25.257982,-2.7732813,-9.625728,-0.020338992,0.16298534,0.9455546,0.20759325,3.7942,-13.005199,15.652599,-3.1924741,-9.2214155,-0.9715972,-0.21988153,-0.5784569,1.956964,-0.7152318,0.1948875,0.045111265,0.66964716,-1.0,25.144143440969593,0
2025-05-26T21:58:25.635627,-4.339384,-9.113664,0.56410795,-0.70067716,0.04500739,-0.37736964,0.52459997,-12.480599,14.969399,-4.0725117,-8.893729,0.6975838,1.1206784,-0.9824734,-1.098847,-0.61369514,0.29632995,-0.014951883,0.7316716,-1.0,24.17778353769524,0
2025-05-26T21:58:25.637793,-4.9902315,-9.582657,0.8703892,-0.50347024,0.51199234,-0.22743379,-0.57339996,-12.3098,14.700999,-3.4031155,-9.180398,-0.55630225,-0.12118912,0.41683674,0.9610964,-0.6722214,0.27655363,-0.024242647,0.6863299,-1.0,24.193315261446273,0
2025-05-26T21:58:25.893493,-3.1280174,-9.855438,-6.2309103,0.65833294,-1.827593,0.3227749,-1.4884,-11.9438,14.7864,-2.963255,-9.197797,-1.6703372,-2.0021462,-0.16506195,2.519682,-0.7047317,0.29751763,-0.056478843,0.641597,-1.0,24.933479555542107,0
2025-05-26T21:58:26.131462,-3.726223,-7.906484,1.9716859,-0.16990955,0.7177214,0.14048164,-2.0008,-11.773,14.8596,-3.7426383,-9.041144,0.648665,-0.24012446,0.24555206,-2.601917,-0.6548092,0.19532594,0.07477014,0.7262797,-1.0,23.437603606582023,0
2025-05-26T21:58:26.648418,-2.955136,-12.417553,0.27158538,0.72664297,-2.259158,0.36432016,-4.0992,-10.516399,15.3842,-4.1717753,-8.874107,-0.13001265,1.3941267,-1.3930187,-2.1911457,-0.6080275,0.37004235,-0.07520044,0.69836676,-1.0,25.292173483278606,0
2025-05-26T21:58:26.898347,-4.7748775,-10.277173,1.0713863,-1.6246603,2.05263,-0.5997434,-4.3188,-10.613999,15.2866,-4.061887,-8.443271,2.8952794,1.0789547,-2.5551758,-2.8854907,-0.55169785,0.2191149,0.056557182,0.8027574,-1.0,24.818516811721636,0
2025-05-26T21:58:27.185583,-5.081159,-10.817951,2.5268207,-0.62783974,-0.4322307,-0.24527696,-4.6604,-11.0532,14.835199,-3.2410197,-9.122973,-1.5612609,-1.217794,-0.19526291,0.079392314,-0.6853486,0.3315109,-0.07064947,0.64452034,-1.0,24.769855707381012,0
2025-05-26T21:58:27.229438,-1.2029916,-10.01815,-5.2013984,0.41252336,-0.38802227,0.01304948,-4.6726,-11.2118,14.7498,-3.0067194,-9.044754,-2.3070433,-0.4034369,0.63918686,2.7223234,-0.73032236,0.29026842,-0.035458397,0.6173461,-1.0,24.503733833823052,0
2025-05-26T21:58:27.544178,-2.0889342,-4.779663,0.05623133,0.19947061,-1.1130674,-0.16831166,-4.5994,-11.467999,14.6888,-3.1615248,-9.17804,-1.3923872,0.34458303,0.6113529,-1.4329628,-0.7074427,0.26554993,-0.017914942,0.654742,-1.0,22.30842041237577,0
2025-05-26T21:58:27.778715,-3.2859437,-9.439087,0.20937198,-0.20346536,-0.26232117,0.14873743,-4.758,-11.6144,14.6644,-3.1003497,-9.298067,-0.32273838,-1.2961524,-0.107951164,0.09341334,-0.6958375,0.17962529,0.04809486,0.6937087,-1.0,23.927352692452995,0
2025-05-26T21:58:28.199219,-3.362514,-8.586644,0.13758731,1.0101362,0.6768419,0.32131013,-4.4895997,-11.834,14.737599,-3.380501,-9.192169,-0.49661016,0.36948276,-0.057624817,0.6197234,-0.70450264,0.17028233,0.079228126,0.6843996,-1.0,23.721904996443598,0
2025-05-26T21:58:28.535316,-4.53081,-9.079565,0.041874398,0.715724,-1.1820432,0.22463746,-5.6974,-12.6636,14.212999,-3.1486938,-9.139592,-1.6504432,-1.3943229,0.89091873,3.2060552,-0.6670975,0.37300146,-0.11421706,0.6346694,-1.0,24.717442309409687,0
2025-05-26T21:58:28.840338,-0.1591227,-13.585849,-6.5659056,0.37923387,-1.3607411,0.10932268,-5.1362,-11.4558,15.4939995,-3.768885,-9.039877,0.4965047,-1.328464,0.5460768,0.38906848,-0.6190542,0.30241895,-0.043037567,0.72350705,-1.0,26.977468712467154,1
2025-05-26T21:58:29.063278,10.462019,21.441486,13.325031,-4.8603983,-2.0921779,-1.9526283,-5.124,-11.7852,14.8108,-3.089746,-9.300177,0.36137024,0.66446495,-1.4969425,-4.0531497,-0.6469045,0.25117674,-0.03570222,0.71913147,-1.0,35.78195002364688,1
2025-05-26T22:05:39.444702,-2.2085752,-7.4805617,4.7922254,0.026764749,-0.23608905,0.3788344,16.750599,-15.3476,0.671,-1.1747954,-8.494378,4.757709,0.0,0.0,0.0,-0.330745,-0.3847494,0.7242636,0.46692386,-1.0,26.43395604776713,0
2025-05-26T22:05:39.742722,-4.089932,-18.594625,7.9334035,-0.069508456,-0.5263734,-0.13875058,16.4334,-15.652599,-0.0366,-1.5562646,-8.363909,4.8778524,-0.17496109,0.2227521,-0.054570198,-0.32744145,-0.3795798,0.74751633,0.43579876,-1.0,32.23419118682574,0
2025-05-26T22:05:39.817905,1.2442678,-9.544372,0.4438686,-0.58243287,-2.056225,0.041412123,16.043,-15.7624,-1.9397999,-0.66769,-8.747771,4.381903,-0.6688675,-0.7085638,-0.18868065,-0.2939722,-0.43607965,0.7393907,0.4203764,-1.0,26.573645165210607,0
2025-05-26T22:05:40.013736,2.364707,-10.109077,2.4358935,-0.7809714,-1.4438317,0.3930823,14.8962,-15.981999,-4.5383997,0.37350905,-9.324922,3.0127592,-0.0039966404,-0.8930292,-0.89088774,-0.1827836,-0.5594481,0.7578188,0.2816356,-1.0,26.725412397458175,0
2025-05-26T22:05:40.450333,-1.8777676,-11.311471,4.0833516,-0.34940648,-0.03888212,0.3087933,12.090199,-16.348,-8.9426,0.799001,-9.754812,0.6128938,1.793639,0.26200008,-0.04220891,-0.035412207,-0.6837376,0.7223856,0.09699478,-1.0,27.262174773743958,0
2025-05-26T22:05:40.823141,-3.3672996,-9.936794,0.846461,1.4506228,-0.1466069,-1.417999,9.394,-15.9576,-12.566,-0.19430599,-9.783177,-0.64965105,2.9928503,-0.3743658,1.0359925,-0.060853995,-0.7276124,0.6819033,0.04341555,-1.0,26.908532578279335,0
2025-05-26T22:05:41.176102,3.3224342,-7.772486,0.21415763,0.99988306,1.2736559,-1.2335753,8.4911995,-15.8234,-14.0056,2.0734422,-9.315531,2.2565727,-2.6392117,-3.1998339,-1.7572194,0.020019507,-0.6201178,0.7706193,0.14559929,-1.0,26.697182037586117,0
2025-05-26T22:05:41.227417,2.062613,-9.022138,5.5483575,-0.626375,1.3692633,-0.033688962,8.296,-15.4086,-14.8596,3.479299,-8.292217,3.9120321,-1.0599403,-0.57040787,-3.7167242,-0.010634339,-0.5481138,0.76477885,0.33848408,-1.0,27.55350284303934,0
2025-05-26T22:05:41.453416,1.3447664,-14.212769,-4.3298125,-0.25659537,-0.82864195,0.20799273,7.9788,-15.030399,-15.1768,1.9067807,-9.071828,3.1994584,-2.6635919,0.41481113,-0.62516236,-0.1344921,-0.5646104,0.7364098,0.3476026,-1.0,29.139177322387194,0
2025-05-26T22:05:52.431913,-1.5906289,-2.2755744,13.253246,3.5867426,-0.6872282,-1.7714003,-12.688,-6.71,12.322,2.4986207,-2.0690598,9.254527,0.99323964,-0.87519073,-0.035732746,-0.1648253,-0.03135373,-0.6284165,0.7595672,-1.0,25.643654289642207,1
2025-05-26T22:05:52.884885,9.705289,16.346567,17.006987,-0.9636641,0.5411539,-0.89761776,-11.8096,1.1101999,11.370399,5.8884983,4.526778,6.403456,-2.9758189,1.8828602,0.099401474,0.101397574,-0.4040212,-0.36196437,0.83394676,-1.0,32.1439543072402,1
2025-05-26T22:05:53.144783,5.759524,4.269992,7.41117,-0.15113428,-0.011851058,0.94395673,-10.7726,4.209,11.3094,5.1021647,3.9026911,7.4099464,2.071608,2.7971306,-3.5019617,0.049530607,-0.34604132,-0.45803702,0.8173152,-1.0,22.168923489246005,1
2025-05-26T22:05:53.227627,6.5497537,5.979664,3.7770705,0.94022834,-0.5270392,-0.12849742,-9.7112,7.6127996,10.9922,6.3047824,4.0112357,6.350598,1.7486758,1.9875884,-0.59562206,0.032258455,-0.41853198,-0.42691714,0.800957,-1.0,21.742224820564616,1
2025-05-26T22:05:53.837375,5.898308,1.3686945,9.604192,-1.2896348,0.776444,0.37803543,-7.1004,15.0182,9.028,6.064494,5.2281713,5.6620235,0.93638325,1.5968037,-2.9326038,0.09801273,-0.44912207,-0.4231237,0.78080034,-1.0,24.474001075673556,1
2025-05-26T22:05:54.440990,1.5266209,0.17108682,9.307482,-2.6924539,0.017310534,-1.2743217,-7.5396,13.8714,9.4428,1.7169658,3.6495187,8.938871,5.3075867,1.593396,-1.9447813,0.11952404,-0.17308493,-0.49143648,0.8451306,-1.0,23.852720585927027,1
